BJD,mag,filter,instrument
2460095.545424351,0.11762452,TESS,TESS
2460095.5477391123,0.11192848,TESS,TESS
2460095.550053874,0.11088491,TESS,TESS
2460095.552368636,0.11272712,TESS,TESS
2460095.5546833975,0.104279116,TESS,TESS
2460095.5569981593,0.0860617,TESS,TESS
2460095.5593129206,0.09662605,TESS,TESS
2460095.5616276823,0.08935408,TESS,TESS
2460095.563942444,0.08110471,TESS,TESS
2460095.566257206,0.07835633,TESS,TESS
2460095.568571967,0.06901997,TESS,TESS
2460095.570886729,0.06565596,TESS,TESS
2460095.5732014906,0.06675237,TESS,TESS
2460095.5755162523,0.06327751,TESS,TESS
2460095.5778310136,0.05204992,TESS,TESS
2460095.5801457753,0.06050918,TESS,TESS
2460095.582460537,0.050988324,TESS,TESS
2460095.584775299,0.03881789,TESS,TESS
2460095.58709006,0.032056753,TESS,TESS
2460095.589404822,0.04295213,TESS,TESS
2460095.5917195836,0.025254715,TESS,TESS
2460095.5940343454,0.03337357,TESS,TESS
2460095.5963491066,0.02771579,TESS,TESS
2460095.5986638684,0.026564168,TESS,TESS
2460095.60097863,0.01535359,TESS,TESS
2460095.603293392,0.025400914,TESS,TESS
2460095.605608153,0.02336395,TESS,TESS
2460095.607922915,0.027303066,TESS,TESS
2460095.6102376767,0.017098825,TESS,TESS
2460095.6125524384,0.025497109,TESS,TESS
2460095.6148671997,0.02272202,TESS,TESS
2460095.6171819614,0.020665007,TESS,TESS
2460095.619496723,0.011565428,TESS,TESS
2460095.6218114845,0.022611933,TESS,TESS
2460095.624126246,0.013862499,TESS,TESS
2460095.626441008,0.013567646,TESS,TESS
2460095.6287557697,0.013894027,TESS,TESS
2460095.631070531,0.019659607,TESS,TESS
2460095.6333852927,0.018411765,TESS,TESS
2460095.6357000545,0.015903043,TESS,TESS
2460095.638014816,0.017208159,TESS,TESS
2460095.6403295775,0.015233745,TESS,TESS
2460095.6426443392,0.007758239,TESS,TESS
2460095.644959101,0.01805402,TESS,TESS
2460095.6472738627,0.011218691,TESS,TESS
2460095.649588624,0.005865657,TESS,TESS
2460095.6519033858,0.020920627,TESS,TESS
2460095.6542181475,0.014350406,TESS,TESS
2460095.656532909,0.017109279,TESS,TESS
2460095.6588476705,0.00961965,TESS,TESS
2460095.6611624323,0.011905603,TESS,TESS
2460095.663477194,0.0068937875,TESS,TESS
2460095.6657919553,0.007965984,TESS,TESS
2460095.668106717,0.009864455,TESS,TESS
2460095.670421479,0.014972375,TESS,TESS
2460095.6727362406,0.012616586,TESS,TESS
2460095.675051002,0.021135526,TESS,TESS
2460095.6773657636,0.010746176,TESS,TESS
2460095.6796805253,0.013099545,TESS,TESS
2460095.681995287,0.01700587,TESS,TESS
2460095.6843100484,0.0014328274,TESS,TESS
2460095.68662481,0.012444409,TESS,TESS
2460095.688939572,0.012506336,TESS,TESS
2460095.691254333,0.0013380286,TESS,TESS
2460095.693569095,0.001419349,TESS,TESS
2460095.6958838566,0.010407475,TESS,TESS
2460095.6981986184,0.010377811,TESS,TESS
2460095.7005133796,-0.0012104001,TESS,TESS
2460095.7028281414,0.009905271,TESS,TESS
2460095.705142903,0.011636334,TESS,TESS
2460095.7074576644,0.004892323,TESS,TESS
2460095.709772426,0.004891933,TESS,TESS
2460095.712087188,0.008269101,TESS,TESS
2460095.7144019497,0.0062621734,TESS,TESS
2460095.716716711,0.001921273,TESS,TESS
2460095.7190314727,0.004523275,TESS,TESS
2460095.7213462344,0.0069434806,TESS,TESS
2460095.723660996,0.001534828,TESS,TESS
2460095.7259757575,0.000947581,TESS,TESS
2460095.728290519,-0.002909693,TESS,TESS
2460095.730605281,0.0017826114,TESS,TESS
2460095.7329200422,0.0021445688,TESS,TESS
2460095.735234804,0.0050548534,TESS,TESS
2460095.7375495657,-0.0023325365,TESS,TESS
2460095.7398643275,0.009716611,TESS,TESS
2460095.7421790888,0.0024520974,TESS,TESS
2460095.7444938505,0.002540442,TESS,TESS
2460095.7468086123,-0.002677705,TESS,TESS
2460095.749123374,-0.0023565586,TESS,TESS
2460095.7514381353,0.0034929055,TESS,TESS
2460095.753752897,0.0027974732,TESS,TESS
2460095.756067659,-0.0010120579,TESS,TESS
2460095.75838242,0.008842446,TESS,TESS
2460095.760697182,0.0015454564,TESS,TESS
2460095.7630119435,-0.003463707,TESS,TESS
2460095.7653267053,0.005009992,TESS,TESS
2460095.7676414666,-0.00056054536,TESS,TESS
2460095.7699562283,-0.0051089823,TESS,TESS
2460095.77227099,-0.004439931,TESS,TESS
2460095.774585752,0.0063795354,TESS,TESS
2460095.776900513,-0.006086303,TESS,TESS
2460095.779215275,0.002631713,TESS,TESS
2460095.7815300366,-0.0025250854,TESS,TESS
2460095.783844798,-0.00799951,TESS,TESS
2460095.7861595596,-0.005515469,TESS,TESS
2460095.7884743214,-0.0058870474,TESS,TESS
2460095.790789083,-0.00460865,TESS,TESS
2460095.7931038444,-0.008688841,TESS,TESS
2460095.795418606,-0.0055606673,TESS,TESS
2460095.797733368,-0.0016961469,TESS,TESS
2460095.800048129,-0.002685323,TESS,TESS
2460095.802362891,-0.0049429177,TESS,TESS
2460095.8046776527,-0.0050467597,TESS,TESS
2460095.8069924144,-0.007815896,TESS,TESS
2460095.8093071757,-0.005486752,TESS,TESS
2460095.8116219374,-0.005978184,TESS,TESS
2460095.813936699,-0.005956945,TESS,TESS
2460095.816251461,-0.005335943,TESS,TESS
2460095.818566222,-0.0132772,TESS,TESS
2460095.820880984,-0.013927667,TESS,TESS
2460095.8231957457,0.00023727084,TESS,TESS
2460095.8255105074,-0.012046137,TESS,TESS
2460095.8278252687,-0.019532563,TESS,TESS
2460095.8301400305,-0.01170624,TESS,TESS
2460095.832454792,-0.0022369598,TESS,TESS
2460095.8347695535,-0.009234011,TESS,TESS
2460095.8370843153,-0.016191741,TESS,TESS
2460095.839399077,-0.009251593,TESS,TESS
2460095.8417138387,-0.013813043,TESS,TESS
2460095.8440286,-0.013734447,TESS,TESS
2460095.846343362,-0.012319386,TESS,TESS
2460095.8486581235,-0.014506868,TESS,TESS
2460095.8509728853,-0.00777002,TESS,TESS
2460095.8532876465,-0.009789554,TESS,TESS
2460095.8556024083,-0.008202616,TESS,TESS
2460095.85791717,-0.013909395,TESS,TESS
2460095.860231932,-0.013832468,TESS,TESS
2460095.862546693,-0.005688399,TESS,TESS
2460095.864861455,-0.004238697,TESS,TESS
2460095.8671762166,-0.017125508,TESS,TESS
2460095.8694909783,-0.009989249,TESS,TESS
2460095.8718057396,-0.016301526,TESS,TESS
2460095.8741205013,-0.0109104235,TESS,TESS
2460095.876435263,-0.013774448,TESS,TESS
2460095.8787500244,-0.008032913,TESS,TESS
2460095.881064786,-0.018255506,TESS,TESS
2460095.883379548,-0.009109263,TESS,TESS
2460095.8856943096,-0.015369859,TESS,TESS
2460095.8880090714,-0.010398015,TESS,TESS
2460095.8903238326,-0.0197123,TESS,TESS
2460095.8926385944,-0.020452792,TESS,TESS
2460095.894953356,-0.0258618,TESS,TESS
2460095.897268118,-0.016526796,TESS,TESS
2460095.899582879,-0.014465617,TESS,TESS
2460095.901897641,-0.01584944,TESS,TESS
2460095.9042124026,-0.016999243,TESS,TESS
2460095.9065271644,-0.019643914,TESS,TESS
2460095.9088419257,-0.014265209,TESS,TESS
2460095.9111566874,-0.018359989,TESS,TESS
2460095.913471449,-0.018263651,TESS,TESS
2460095.915786211,-0.011295659,TESS,TESS
2460095.918100972,-0.023119358,TESS,TESS
2460095.920415734,-0.015702616,TESS,TESS
2460095.9227304957,-0.016141756,TESS,TESS
2460095.9250452574,-0.015849184,TESS,TESS
2460095.9273600187,-0.011234686,TESS,TESS
2460095.9296747805,-0.008911331,TESS,TESS
2460095.931989542,-0.024260607,TESS,TESS
2460095.934304304,-0.0095604425,TESS,TESS
2460095.9366190652,-0.020495977,TESS,TESS
2460095.938933827,-0.018601757,TESS,TESS
2460095.9412485887,-0.017064478,TESS,TESS
2460095.9435633505,-0.013186801,TESS,TESS
2460095.945878112,-0.017797995,TESS,TESS
2460095.9481928735,-0.018283632,TESS,TESS
2460095.9505076353,-0.014459997,TESS,TESS
2460095.952822397,-0.014527684,TESS,TESS
2460095.9551371587,-0.012532947,TESS,TESS
2460095.95745192,-0.026707731,TESS,TESS
2460095.959766682,-0.025806444,TESS,TESS
2460095.9620814435,-0.018407077,TESS,TESS
2460095.9643962053,-0.019465059,TESS,TESS
2460095.966710967,-0.01769129,TESS,TESS
2460095.9690257283,-0.018389134,TESS,TESS
2460095.97134049,-0.017549809,TESS,TESS
2460095.973655252,-0.024238836,TESS,TESS
2460095.9759700135,-0.0109729525,TESS,TESS
2460095.978284775,-0.022912815,TESS,TESS
2460095.9805995366,-0.01738602,TESS,TESS
2460095.9829142983,-0.02462355,TESS,TESS
2460095.98522906,-0.015637934,TESS,TESS
2460095.987543822,-0.021471605,TESS,TESS
2460095.989858583,-0.01888201,TESS,TESS
2460095.992173345,-0.010479801,TESS,TESS
2460095.9944881066,-0.019571207,TESS,TESS
2460095.9968028683,-0.016625203,TESS,TESS
2460095.99911763,-0.017366786,TESS,TESS
2460096.0014323913,-0.01954642,TESS,TESS
2460096.003747153,-0.019236708,TESS,TESS
2460096.006061915,-0.018827315,TESS,TESS
2460096.0083766766,-0.02079225,TESS,TESS
2460096.0106914383,-0.021272615,TESS,TESS
2460096.0130061996,-0.018909613,TESS,TESS
2460096.0153209614,-0.018686108,TESS,TESS
2460096.017635723,-0.015921505,TESS,TESS
2460096.019950485,-0.0248557,TESS,TESS
2460096.0222652466,-0.012379147,TESS,TESS
2460096.0245800084,-0.018768797,TESS,TESS
2460096.0268947696,-0.017871458,TESS,TESS
2460096.0292095314,-0.013957441,TESS,TESS
2460096.031524293,-0.021957505,TESS,TESS
2460096.033839055,-0.009108237,TESS,TESS
2460096.0361538166,-0.011088005,TESS,TESS
2460096.038468578,-0.013295994,TESS,TESS
2460096.0407833396,-0.015669065,TESS,TESS
2460096.0430981014,-0.016902016,TESS,TESS
2460096.045412863,-0.01891521,TESS,TESS
2460096.047727625,-0.015810024,TESS,TESS
2460096.0500423866,-0.0150248725,TESS,TESS
2460096.052357148,-0.019469254,TESS,TESS
2460096.0546719097,-0.019778263,TESS,TESS
2460096.0569866714,-0.01643208,TESS,TESS
2460096.059301433,-0.024509542,TESS,TESS
2460096.061616195,-0.016838172,TESS,TESS
2460096.0639309566,-0.025212247,TESS,TESS
2460096.066245718,-0.026159517,TESS,TESS
2460096.0685604797,-0.023494717,TESS,TESS
2460096.0708752414,-0.019892387,TESS,TESS
2460096.073190003,-0.017474668,TESS,TESS
2460096.075504765,-0.010624386,TESS,TESS
2460096.0778195267,-0.015314985,TESS,TESS
2460096.0801342884,-0.011154879,TESS,TESS
2460096.0824490497,-0.012769872,TESS,TESS
2460096.0847638114,-0.012305053,TESS,TESS
2460096.087078573,-0.010097097,TESS,TESS
2460096.089393335,-0.01845645,TESS,TESS
2460096.0917080967,-0.015742034,TESS,TESS
2460096.0940228584,-0.023501301,TESS,TESS
2460096.09633762,-0.018486477,TESS,TESS
2460096.098652382,-0.013836173,TESS,TESS
2460096.100967143,-0.006585568,TESS,TESS
2460096.103281905,-0.010314813,TESS,TESS
2460096.1055966667,-0.011932338,TESS,TESS
2460096.1079114284,-0.00793758,TESS,TESS
2460096.11022619,-0.008294073,TESS,TESS
2460096.112540952,-0.01563181,TESS,TESS
2460096.1148557137,-0.010120563,TESS,TESS
2460096.1171704754,-0.006326185,TESS,TESS
2460096.1194852367,-0.017012494,TESS,TESS
2460096.1217999985,-0.01280262,TESS,TESS
2460096.12411476,-0.006036621,TESS,TESS
2460096.126429522,-0.0060156407,TESS,TESS
2460096.1287442837,-0.011534137,TESS,TESS
2460096.1310590454,-0.0053761266,TESS,TESS
2460096.133373807,-0.010180574,TESS,TESS
2460096.135688569,-0.004761364,TESS,TESS
2460096.1380033307,-0.0038454027,TESS,TESS
2460096.1403180924,-0.0033477137,TESS,TESS
2460096.1426328537,-0.012243754,TESS,TESS
2460096.1449476155,-0.012376202,TESS,TESS
2460096.147262377,-0.0063115153,TESS,TESS
2460096.149577139,-0.014479793,TESS,TESS
2460096.1518919007,-0.010394812,TESS,TESS
2460096.1542066624,-0.009783782,TESS,TESS
2460096.156521424,0.0009279554,TESS,TESS
2460096.158836186,-0.0063465163,TESS,TESS
2460096.1611509477,-0.013068518,TESS,TESS
2460096.1634657094,-0.009793146,TESS,TESS
2460096.165780471,-0.0037063616,TESS,TESS
2460096.168095233,-0.0056697293,TESS,TESS
2460096.170409994,-0.008373578,TESS,TESS
2460096.172724756,-0.014040363,TESS,TESS
2460096.1750395177,-0.005023055,TESS,TESS
2460096.1773542794,-0.008320276,TESS,TESS
2460096.179669041,-0.013730741,TESS,TESS
2460096.181983803,-0.0033697777,TESS,TESS
2460096.1842985647,-0.009300615,TESS,TESS
2460096.1866133264,-0.0023315032,TESS,TESS
2460096.188928088,-0.0036123246,TESS,TESS
2460096.19124285,-0.0037506039,TESS,TESS
2460096.1935576117,-0.0079715,TESS,TESS
2460096.1958723734,-0.009966422,TESS,TESS
2460096.198187135,-0.00220131,TESS,TESS
2460096.200501897,-0.0012056165,TESS,TESS
2460096.2028166587,-0.0040944195,TESS,TESS
2460096.2051314204,-0.0077277403,TESS,TESS
2460096.207446182,-0.003378036,TESS,TESS
2460096.209760944,-0.0040124087,TESS,TESS
2460096.2120757056,-0.017668115,TESS,TESS
2460096.2143904674,-0.005094812,TESS,TESS
2460096.216705229,-0.006273812,TESS,TESS
2460096.219019991,-5.138243e-05,TESS,TESS
2460096.2213347526,0.0009434356,TESS,TESS
2460096.2236495144,-0.010787406,TESS,TESS
2460096.225964276,-0.0019693,TESS,TESS
2460096.228279038,-0.0067385193,TESS,TESS
2460096.2305937996,-0.0032706792,TESS,TESS
2460096.2329085614,-0.008002721,TESS,TESS
2460096.235223323,-0.00631988,TESS,TESS
2460096.237538085,-0.00569651,TESS,TESS
2460096.2398528466,0.00044889076,TESS,TESS
2460096.2421676083,-0.0008121273,TESS,TESS
2460096.24448237,-0.011122339,TESS,TESS
2460096.246797132,-0.00035018072,TESS,TESS
2460096.2491118936,0.00059476355,TESS,TESS
2460096.2514266553,-0.006150268,TESS,TESS
2460096.253741417,0.0027165038,TESS,TESS
2460096.256056179,0.0030271797,TESS,TESS
2460096.2583709406,-0.0063957972,TESS,TESS
2460096.2606857023,0.0022856114,TESS,TESS
2460096.263000464,0.0007144937,TESS,TESS
2460096.265315226,0.0041168043,TESS,TESS
2460096.2676299876,0.0024679236,TESS,TESS
2460096.2699447493,0.004018783,TESS,TESS
2460096.272259511,0.003864396,TESS,TESS
2460096.274574273,-0.0060323738,TESS,TESS
2460096.2768890345,0.00486476,TESS,TESS
2460096.2792037963,0.004415795,TESS,TESS
2460096.281518558,0.0050317724,TESS,TESS
2460096.28383332,0.0030490498,TESS,TESS
2460096.286148082,0.004979696,TESS,TESS
2460096.2884628437,0.0051847,TESS,TESS
2460096.2907776055,0.0045430306,TESS,TESS
2460096.2930923672,0.0012284016,TESS,TESS
2460096.295407129,0.0032927,TESS,TESS
2460096.2977218907,0.010041707,TESS,TESS
2460096.3000366525,0.003917653,TESS,TESS
2460096.302351414,0.007249766,TESS,TESS
2460096.304666176,0.015449293,TESS,TESS
2460096.3069809377,0.014180905,TESS,TESS
2460096.3092956995,0.014471728,TESS,TESS
2460096.3116104617,0.0074459454,TESS,TESS
2460096.3139252234,0.0058467877,TESS,TESS
2460096.316239985,0.008377746,TESS,TESS
2460096.318554747,-0.0018868702,TESS,TESS
2460096.3208695087,0.009080352,TESS,TESS
2460096.3231842704,0.009637279,TESS,TESS
2460096.325499032,0.002759583,TESS,TESS
2460096.327813794,0.016620196,TESS,TESS
2460096.3301285557,0.009669992,TESS,TESS
2460096.3324433174,0.005623185,TESS,TESS
2460096.3347580796,0.0076244995,TESS,TESS
2460096.3370728414,0.0054351385,TESS,TESS
2460096.339387603,0.010791732,TESS,TESS
2460096.341702365,0.006507262,TESS,TESS
2460096.3440171266,0.01945798,TESS,TESS
2460096.3463318883,0.012936787,TESS,TESS
2460096.34864665,0.014274536,TESS,TESS
2460096.3509614123,0.005281591,TESS,TESS
2460096.353276174,0.008342922,TESS,TESS
2460096.355590936,0.014453692,TESS,TESS
2460096.3579056975,0.0046870494,TESS,TESS
2460096.3602204593,0.012318732,TESS,TESS
2460096.362535221,0.010231207,TESS,TESS
2460096.3648499832,0.009172631,TESS,TESS
2460096.367164745,0.008693894,TESS,TESS
2460096.3694795067,0.009728496,TESS,TESS
2460096.3717942685,0.011881329,TESS,TESS
2460096.3741090302,0.014041652,TESS,TESS
2460096.376423792,0.0047483416,TESS,TESS
2460096.378738554,0.001542929,TESS,TESS
2460096.381053316,0.0114391325,TESS,TESS
2460096.3833680777,0.0141012445,TESS,TESS
2460096.3856828394,0.0068750316,TESS,TESS
2460096.3879976016,0.004464985,TESS,TESS
2460096.3903123634,0.00787309,TESS,TESS
2460096.392627125,0.0147717465,TESS,TESS
2460096.394941887,0.006980801,TESS,TESS
2460096.3972566486,0.012460316,TESS,TESS
2460096.399571411,0.01897133,TESS,TESS
2460096.4018861726,0.018567512,TESS,TESS
2460096.4042009343,0.010925862,TESS,TESS
2460096.406515696,0.016824452,TESS,TESS
2460096.408830458,0.008934705,TESS,TESS
2460096.41114522,0.014845157,TESS,TESS
2460096.413459982,0.022938598,TESS,TESS
2460096.4157747435,0.021552378,TESS,TESS
2460096.4180895053,0.025126224,TESS,TESS
2460096.4204042675,0.024434537,TESS,TESS
2460096.4227190292,0.022325791,TESS,TESS
2460096.425033791,0.032163937,TESS,TESS
2460096.4273485527,0.03706528,TESS,TESS
2460096.429663315,0.0407161,TESS,TESS
2460096.4319780767,0.03608312,TESS,TESS
2460096.4342928384,0.04215501,TESS,TESS
2460096.4366076007,0.046710055,TESS,TESS
2460096.4389223624,0.049849503,TESS,TESS
2460096.441237124,0.050497368,TESS,TESS
2460096.443551886,0.06291708,TESS,TESS
2460096.445866648,0.05712105,TESS,TESS
2460096.44818141,0.06363195,TESS,TESS
2460096.4504961716,0.06526251,TESS,TESS
2460096.452810934,0.07385242,TESS,TESS
2460096.4551256956,0.07453674,TESS,TESS
2460096.4574404573,0.08073274,TESS,TESS
2460096.459755219,0.08339203,TESS,TESS
2460096.4620699813,0.08489594,TESS,TESS
2460096.464384743,0.09250997,TESS,TESS
2460096.4666995048,0.09207997,TESS,TESS
2460096.469014267,0.09306527,TESS,TESS
2460096.4713290287,0.095114574,TESS,TESS
2460096.473643791,0.107402295,TESS,TESS
2460096.4759585527,0.10547081,TESS,TESS
2460096.4782733144,0.11707901,TESS,TESS
2460096.4805880766,0.114163905,TESS,TESS
2460096.4829028384,0.10779245,TESS,TESS
2460096.4852176,0.114234574,TESS,TESS
2460096.4875323623,0.1230932,TESS,TESS
2460096.489847124,0.11800365,TESS,TESS
2460096.492161886,0.1285052,TESS,TESS
2460096.494476648,0.12281012,TESS,TESS
2460096.49679141,0.12174866,TESS,TESS
2460096.4991061715,0.14602809,TESS,TESS
2460096.5014209338,0.13344826,TESS,TESS
2460096.5037356955,0.13135847,TESS,TESS
2460096.5060504572,0.13115661,TESS,TESS
2460096.5083652195,0.12957402,TESS,TESS
2460096.510679981,0.13434997,TESS,TESS
2460096.5129947434,0.13649413,TESS,TESS
2460096.515309505,0.12773731,TESS,TESS
2460096.5176242674,0.13915491,TESS,TESS
2460096.519939029,0.13715294,TESS,TESS
2460096.522253791,0.13618815,TESS,TESS
2460096.524568553,0.12902093,TESS,TESS
2460096.526883315,0.13812196,TESS,TESS
2460096.529198077,0.1237047,TESS,TESS
2460096.531512839,0.12720269,TESS,TESS
2460096.533827601,0.12964095,TESS,TESS
2460096.5361423627,0.12848291,TESS,TESS
2460096.5384571245,0.12171477,TESS,TESS
2460096.5407718867,0.13305654,TESS,TESS
2460096.5430866485,0.13127229,TESS,TESS
2460096.5454014107,0.1290895,TESS,TESS
2460096.5477161724,0.12470448,TESS,TESS
2460096.5500309346,0.11630006,TESS,TESS
2460096.5523456964,0.11720148,TESS,TESS
2460096.5546604586,0.10831352,TESS,TESS
2460096.5569752203,0.11497951,TESS,TESS
2460096.5592899825,0.11099737,TESS,TESS
2460096.5616047443,0.12091347,TESS,TESS
2460096.5639195065,0.101801984,TESS,TESS
2460096.5662342682,0.09523532,TESS,TESS
2460096.56854903,0.09842671,TESS,TESS
2460096.570863792,0.095028125,TESS,TESS
2460096.573178554,0.08724366,TESS,TESS
2460096.575493316,0.09120197,TESS,TESS
2460096.577808078,0.09097886,TESS,TESS
2460096.58012284,0.07638679,TESS,TESS
2460096.582437602,0.071078174,TESS,TESS
2460096.584752364,0.070483096,TESS,TESS
2460096.587067126,0.066091634,TESS,TESS
2460096.589381888,0.05964765,TESS,TESS
